,,,,Irish Grid,,,,,
Westmeath,1730,BALLYNACARRIGY (RATH CASTLE),82,228100,254900,53.539,-7.572,1976,1994
Westmeath,1630,BALLYNACARRIGY (ROCK BROOK)GS,79,230700,259700,53.585,-7.535,1975,1993
Westmeath,230,CASTLEPOLLARD (PAKENHAM HALL),93,244400,270300,53.675,-7.323,1909,1962
Westmeath,1922,CASTLETOWNGEOGHAN G.S.,102,234300,243900,53.44,-7.483,1942,1994
Westmeath,1122,CASTLETOWNGEOGHAN N.S.,101,233800,243900,53.44,-7.488,1961,1962
Westmeath,831,CLONMELLON G.S.,91,265400,268700,53.658,-7.007,1943,1955
Westmeath,5731,COLLINSTOWN (LOUGH BAWN),72,254900,270800,53.683,-7.168,2007,
Westmeath,1130,COOLE (COOLNAGUN),67,238400,270100,53.674,-7.417,1951,
Westmeath,2230,COOLE-COOLURE,73,241500,269400,53.67,-7.37,1999,
Westmeath,5331,"DELVIN CASTLE G.C.,",91,259100,262900,53.608,-7.104,1999,
Westmeath,731,DELVIN G.S.,101,259900,262400,53.605,-7.09,1943,1959
Westmeath,2529,GLASSON G.S.,48,209000,247200,53.472,-7.858,1942,1994
Westmeath,2022,KILBEGGAN G.S.,73,233500,235600,53.368,-7.492,1942,1985
Westmeath,3531,KILLUCAN (HYDE PARK),79,259700,249600,53.489,-7.1,1957,1975
Westmeath,2831,KILLUCAN G.S.,96,257200,251900,53.508,-7.136,1951,1983
Westmeath,5831,KILLUCAN(Ballyhaw),76,259000,250500,53.501,-7.107,2010,2014
Westmeath,4631,KINNEGAD (MULLINGAR ROAD),82,259000,245900,53.456,-7.107,1993,
Westmeath,1131,KINNEGAD G.S.,78,259700,245400,53.453,-7.101,1942,1993
Westmeath,1322,MOATE (COOLATORE),112,224000,243900,53.44,-7.637,1904,1994
Westmeath,2122,MOATE G.S.,75,218300,238300,53.39,-7.722,1942,1973
Westmeath,829,MOUNTEMPLE G.S.,104,215100,241700,53.422,-7.77,1952,1953
Westmeath,122,MULLINGAR (BALLYNEGAL),109,244000,258900,53.573,-7.335,1909,1953
Westmeath,1222,MULLINGAR (BELVEDERE HSE.),112,242000,247700,53.473,-7.367,1875,1984
Westmeath,2722,MULLINGAR (DALYSTOWN N.S.),99,240900,242900,53.434,-7.384,1972,1979
Westmeath,2222,MULLINGAR S.W.S.,111,242700,252700,53.52,-7.353,1943,1974
Westmeath,1675,MULLINGAR_CR3000X,102,242000,254300,53.536,-7.357,2009,
Westmeath,830,MULTYFARNHAM G.S.,74,240200,263800,53.62,-7.388,1944,1993
Westmeath,875,Mullingar,101,243000,254300,53.536,-7.357,2002,
Westmeath,2922,Mullingar II,101,242000,254300,53.536,-7.357,1973,2009
Westmeath,2130,RATHOWEN (KILLINAGH),70,226400,267100,53.652,-7.601,1999,2011
Westmeath,930,RATHOWEN G.S.,77,231800,267400,53.653,-7.518,1944,1981
Westmeath,4331,RATHWIRE,98,257000,251300,53.505,-7.138,1984,
Westmeath,3022,TYRRELLSPASS,101,240100,235500,53.367,-7.392,1984,
Westmeath,422,TYRRELLSPASS G.S.,98,241600,237800,53.387,-7.372,1943,1956
Louth,2638,ARDEE (BOHARNAMOE),31,294194,290338,53.853,-6.568,1968,
Louth,2238,ARDEE (DE LA SALLE),30,296300,290100,53.851,-6.535,1963,1964
Louth,438,ARDEE (LISRENNY),23,296000,295200,53.892,-6.537,1885,1971
Louth,1838,ARDEE (ST.BRIGID'S HOSP.),32,295505,290615,53.854,-6.543,1952,
Louth,2738,ARDEE O.P.W.,29,295800,291200,53.857,-6.539,1970,2011
Louth,485,ARDEE_Bohernamoe,34,294180,290290,53.852,-6.568,2017,
Louth,1938,BUSH (VOC.SCH.),40,318600,306800,53.992,-6.188,1954,1968
Louth,1638,CARLINGFORD G.S.,14,318700,311800,54.038,-6.186,1951,1990
Louth,1138,CASTLEBELLINGHAM G.S.,16,305900,295700,53.9,-6.387,1943,1964
Louth,3238,CASTLEBELLINGHAM LYNNS,21,307500,295000,53.889,-6.358,1985,2013
Louth,3338,CLOGHER HEAD (PORT),27,313300,289500,53.839,-6.273,1985,
Louth,1438,CLOGHERHEAD G.S.,23,316400,283900,53.788,-6.233,1943,1983
Louth,2031,COLLON G.S.,128,300000,282000,53.773,-6.483,1943,1990
Louth,3831,DROGHEDA (KILLINEER),47,307300,277400,53.734,-6.371,1970,2004
Louth,2131,DROGHEDA (TRANS.STN.),23,305800,276200,53.722,-6.392,1943,1975
Louth,4231,DROGHEDA SAINT OLIVERS,34,306000,274800,53.707,-6.39,1982,1982
Louth,2538,DUNDALK (CASTLETOWN MT.),46,303100,308200,54.008,-6.423,1967,1991
Louth,2338,DUNDALK (HEYNESTOWN RECTORY),14,303800,301400,53.951,-6.418,1963,1966
Louth,3738,DUNDALK (KNOCKBRIDGE),59,301300,303700,53.97,-6.454,1991,2006
Louth,2438,DUNDALK (MT.PLEASANT),27,307200,311200,54.037,-6.358,1966,1973
Louth,138,"DUNDALK (SOLDIER,S POINT)",6,308200,307800,54.005,-6.35,1946,1959
Louth,538,DUNDALK(ANNASKEAGH W.W.),61,308015,312670,54.051,-6.351,1914,
Louth,585,DUNDALK_Annaskeagh,61,308015,312665,54.051,-6.351,2017,
Louth,1538,DUNLEER G.S.,38,305700,287800,53.824,-6.39,1951,1990
Louth,338,GREENORE,6,322500,310700,54.025,-6.125,1876,1966
Louth,1738,HACKBALLSCROSS G.S.,69,296700,310200,54.026,-6.521,1951,1984
Louth,5780,LH_DUNDALK,10,311800,304300,53.972,-6.29,2000,
Louth,1238,LOUTH G.S.,37,296100,301400,53.952,-6.535,1943,1990
Louth,9938,M.DUNDALK (BALLYMAKELLETT),232,310600,312500,54.05,-6.307,1915,
Louth,2938,MELLIFONT ABBEY,183,300300,283200,53.787,-6.473,1975,
Louth,1338,OMEATH,12,314155,316690,54.085,-6.254,1943,
Louth,2138,"OMEATH (ST.MICHAEL,S)",3,315300,315400,54.072,-6.237,1963,1970
Louth,3438,RIVERSTOWN (GLENMORE UPPER),165,315500,311000,54.035,-6.236,1985,
Louth,2838,TERMONFECKIN (AN GRIANAN),15,314300,279800,53.753,-6.267,1970,1997
Louth,3538,TOGHER (BARMEATH CASTLE),79,309700,287600,53.822,-6.334,1987,
Longford,1230,ABBEYSHRULE G.S.,64,223100,258900,53.574,-7.651,1952,1969
Longford,1429,BALLINALEE (FOR.STN.),61,222700,280500,53.771,-7.653,1953,1963
Longford,2329,BALLINAMUCK,90,219400,289300,53.852,-7.703,1930,1975
Longford,130,BALLYMAHON (NEWCASTLE),61,218800,256800,53.557,-7.717,1904,1969
Longford,1430,BALLYMAHON (VOC.SCH.),58,215200,257600,53.567,-7.769,1957,1994
Longford,2029,CASTLEFORBES,47,209300,280000,53.768,-7.855,1911,1962
Longford,1629,CLOONDRA O.P.W.,48,206000,276000,53.733,-7.905,1893,1996
Longford,6529,DERRYCOLUMB,52,208100,261100,53.6,-7.874,1993,1998
Longford,3029,DRUMLISH G.S.,83,215500,285300,53.817,-7.758,1944,1964
Longford,630,EDGEWORTHSTOWN G.S.,104,225900,271700,53.69,-7.605,1944,1997
Longford,7229,GRANARD (BALLYMORE),72,230000,282400,53.787,-7.54,2005,
Longford,1030,GRANARD G.S.,136,233700,281300,53.775,-7.487,1944,1975
Longford,1830,GRANARD SPRINGSTOWN,70,238100,280900,53.772,-7.42,1985,2005
Longford,4029,KENAGH (DERRAGHAN),59,206200,263300,53.618,-7.904,1951,1993
Longford,5129,KENAGH (LOUGH BANNOW),61,209700,263900,53.622,-7.852,1970,1998
Longford,5429,KENAGH BEGNAGH,46,208000,273100,53.705,-7.874,1983,1998
Longford,2829,KENAGH G.S.,72,212300,263600,53.62,-7.808,1944,1967
Longford,4929,LANESBORO (DOIRE DHAROG),49,204400,268900,53.668,-7.933,1964,
Longford,5329,LONGFORD (KNOCKAHAW),85,214900,274600,53.719,-7.772,1975,1980
Longford,4429,LONGFORD(ST. JOSEPH'S HOSPITAL),55,214000,274900,53.721,-7.786,1954,1988
Longford,2929,NEWTOWNCASHEL G.S.,76,204000,259600,53.585,-7.937,1944,1986
Longford,6829,TERMONBARRY,50,205500,276800,53.738,-7.917,1996,
Galway,628,AHASCRAGH (CLONBROCK),58,174500,239200,53.402,-8.383,1874,1993
Galway,1728,AHASCRAGH G.S.,55,177800,238600,53.392,-8.333,1944,1963
Galway,1321,ARDRAHAN G.S.,43,146000,212000,53.153,-8.804,1952,1983
Galway,2821,ARDRAHAN_(Grannagh),46,150195,211105,53.142,-8.74,1998,
Galway,1121,ATHENRY (AGR.COLL.),46,148100,226800,53.287,-8.773,1944,1975
Galway,1221,ATHENRY (ATTYMON),78,158500,228500,53.303,-8.62,1951,1991
Galway,1921,ATHENRY (MELLOWES AGR.COLL.),43,148100,226600,53.286,-8.773,1975,2012
Galway,1875,Athenry,40,147659,226804,53.287,-8.785,2010,
Galway,2728,BALLINASLOE (ST.ENDA'S),56,186700,231900,53.336,-8.193,1988,1993
Galway,2328,BALLINASLOE (THE PINES),40,186700,230700,53.322,-8.2,1975,1988
Galway,2428,BALLINASLOE(KILCLOONEY),46,182700,231800,53.335,-8.256,1976,1979
Galway,828,BALLINASLOE(ST.BRIGID'S HOSP.),43,186300,230900,53.323,-8.203,1941,1975
Galway,2628,BALLINASLOE_(Derrymullen),43,183350,232360,53.338,-8.251,1985,
Galway,2828,BALLINASLOE_(Pollboy_Lock),46,187255,229210,53.308,-8.188,2002,
Galway,2621,BALLYFA,82,165800,226800,53.288,-8.508,1993,2013
Galway,2528,BALLYFORAN (BORD NA MONA),47,179885,243300,53.437,-8.302,1976,
Galway,2228,BALLYGAR,61,178400,252500,53.52,-8.322,1969,2011
Galway,728,BALLYGAR (AUGHRANE),59,179600,254700,53.538,-8.305,1931,1968
Galway,927,BALLYGLUNIN HSE.,37,146100,242000,53.422,-8.807,1946,1961
Galway,2128,BALLYMOE G.S.,61,169700,271900,53.691,-8.455,1952,1997
Galway,1325,BALLYNAHINCH (FOR.STN.),27,75300,248600,53.47,-9.873,1962,1985
Galway,325,BALLYNAHINCH CASTLE,12,76200,247300,53.457,-9.858,1913,1963
Galway,426,BALLYNAKILL RECTORY,26,67300,256800,53.54,-10.002,1935,1960
Galway,2127,BARNADERG G.S.,61,152100,247800,53.473,-8.72,1941,1988
Galway,4327,BELCLARE (AGR.RES.STN.),44,135900,246700,53.467,-8.959,1977,1998
Galway,821,BOOKEEN G.S.,47,158300,223600,53.257,-8.622,1943,1976
Galway,2225,CAMUS,30,96260,237090,53.371,-9.556,2001,
Galway,2018,CARHEENY BEG,47,144270,194250,52.991,-8.825,1993,
Galway,1625,CARNA (MARINE BIOLOGY STN.),6,78200,230800,53.308,-9.823,1967,2003
Galway,925,CARNA G.S.,14,78200,232100,53.322,-9.823,1950,1985
Galway,2227,CARNDOLLA,24,132495,239655,53.402,-9.009,1941,
Galway,725,CARRAROE G.S.,18,93200,225100,53.259,-9.601,1950,1985
Galway,2927,CASTLE HACKET,43,135900,250100,53.492,-8.967,1943,1975
Galway,926,CLEGGAN,17,59600,258300,53.553,-10.118,1952,1984
Galway,1226,CLEGGAN FARM,18,61000,258800,53.557,-10.092,1971,1980
Galway,2126,CLEGGAN_(Cloch_Breac),21,60265,258135,53.553,-10.106,1984,
Galway,2226,CLIFDEN,18,65670,249655,53.475,-10.021,1985,
Galway,126,CLIFDEN (D.E.SCHOOLS),58,65600,251100,53.489,-10.022,1952,1954
Galway,526,CLIFDEN RECTORY,17,65400,250400,53.485,-10.023,1944,1962
Galway,1425,CLOOSH (FOR.STN.),101,110865,235215,53.356,-9.337,1963,
Galway,3727,CONG (CLOGHER),38,113300,254800,53.535,-9.305,1961,1991
Galway,627,CONG (FOR.STN.),30,114200,254800,53.535,-9.29,1941,1961
Galway,1125,CONNEMARA (CASHEL BAY),15,80700,242200,53.417,-9.79,1955,1976
Galway,1626,CONNEMARA NATIONAL PARK,58,71300,257500,53.551,-9.939,1982,2010
Galway,4227,CORNAMONA,30,104800,253000,53.517,-9.435,1968,2011
Galway,2027,COROFIN G.S.,34,142600,243200,53.435,-8.858,1941,1991
Galway,2025,COSTELLO FISHERY II,11,97700,226900,53.276,-9.533,1996,2000
Galway,1225,COSTELLOE FISHERY,12,97455,226775,53.276,-9.536,1960,
Galway,721,CRAUGHWELL G.S.,27,151000,220300,53.225,-8.733,1943,1984
Galway,2521,CRAUGHWELL_(Grenage),27,149720,219970,53.223,-8.752,1985,
Galway,1628,CREGGS G.S.,72,175900,260600,53.59,-8.358,1944,1991
Galway,4627,DRUM WEST,67,124400,227900,53.291,-9.133,1982,2013
Galway,1327,DUNMORE G.S.,61,151500,263500,53.618,-8.733,1941,1991
Galway,2819,EYRECOURT G.S.,58,191100,216300,53.192,-8.133,1943,1990
Galway,2325,FURBO,72,118700,224600,53.259,-9.218,2004,2007
Galway,3427,GALWAY (BALLYBAAN TRANS.STN.),40,132600,226800,53.286,-9.007,1954,1969
Galway,1525,GALWAY (COLAISTE EINDE),24,127400,224300,53.258,-9.087,1964,1967
Galway,227,GALWAY (GRAMMAR SCH.),20,130500,225500,53.272,-9.038,1931,1958
Galway,3627,GALWAY (THE FISHERY),11,129600,225300,53.271,-9.053,1958,1968
Galway,727,GALWAY (TRANS.STN.),18,130700,226100,53.275,-9.037,1941,1956
Galway,3927,GALWAY (UNIV.COLL.),14,129000,225600,53.272,-9.058,1965,2012
Galway,5327,GALWAY RACECOURSE,53,133800,227500,53.289,-8.989,2000,2000
Galway,2021,GALWAY S.W.S.,20,132700,225600,53.272,-9.006,1978,1990
Galway,3127,GLENAMADDY_(Gortnagier),84,162795,261085,53.592,-8.558,1944,
Galway,1421,GORT (DERRYBRIEN),177,160200,202400,53.069,-8.59,1952,1982
Galway,421,GORT G.S.,24,145100,202100,53.067,-8.818,1943,1971
Galway,2121,GORT-Derrybrien_II,155,159765,201910,53.06,-8.601,1982,
Galway,528,GOWLA (EXP.STN.),53,178800,246500,53.467,-8.318,1952,1959
Galway,527,GURTEEN G.S.,96,161000,235000,53.358,-8.585,1941,1953
Galway,4527,HEADFORD O.P.W.,30,126930,247280,53.469,-9.101,1981,
Galway,2026,INISHBOFIN,23,55300,265500,53.618,-10.185,1984,
Galway,2221,INISHERE,6,98000,202700,53.059,-9.52,1982,
Galway,1925,INISHMORE,46,87200,210100,53.124,-9.685,1995,
Galway,425,INVERIN G.S.,30,104700,222000,53.237,-9.423,1950,1969
Galway,2421,KILCHREEST G.S.,64,154700,212900,53.159,-8.673,1984,1999
Galway,621,KILCOLGAN G.S.,13,141900,218200,53.207,-8.868,1943,1985
Galway,1827,KILCONLY G.S.,46,134900,258500,53.57,-8.983,1941,1998
Galway,1028,KILCONNEL G.S.,91,173400,231200,53.325,-8.4,1943,1983
Galway,1526,KILLARY YOUTH HOSTEL,9,76900,265000,53.619,-9.856,1981,1994
Galway,2919,KILLIMOR G.S.,59,180900,212800,53.159,-8.285,1943,1984
Galway,2619,KILRICKLE G.S.,100,170000,220100,53.225,-8.45,1943,1989
Galway,625,KILRONAN G.S.,15,88300,209100,53.119,-9.667,1950,1996
Galway,2719,KILTORMER,78,181900,221000,53.237,-8.269,1943,
Galway,521,KINVARA G.S.,11,137400,210200,53.137,-8.935,1943,1999
Galway,2626,KYLEMORE ABBEY GARDENS,61,73125,259219,53.558,-9.907,2000,
Galway,2327,LAGHTGEORGE G.S.,14,138000,234300,53.353,-8.925,1941,1998
Galway,2726,LEENANE-Glanagimla,17,89560,262950,53.603,-9.668,2005,
Galway,726,LETTERFRACK G.S.,41,71200,257800,53.553,-9.94,1950,1985
Galway,825,LETTERMORE G.S.,27,89600,228300,53.289,-9.653,1950,1985
Galway,1021,LOUGHREA G.S.,85,161800,216500,53.192,-8.57,1943,1998
Galway,2721,LOUGHREA-(Rathruddy_West),76,160015,218055,53.207,-8.56,1998,
Galway,9927,M.MAAM (KILMEELICKIN),314,94100,255800,53.538,-9.592,1968,1983
Galway,9827,M.MAAM (MT.RINAVORE),389,92100,258000,53.556,-9.624,1983,
Galway,9926,M.OWENGLIN (BENBAUN),427,77700,254100,53.52,-9.84,1953,1961
Galway,9726,M.OWENGLIN (EMLAUGHDAUROE),146,75000,250300,53.486,-9.883,1954,1961
Galway,9826,M.OWENGLIN (TIEVEBAUN),274,74400,252600,53.505,-9.889,1954,1981
Galway,4027,MAAM (AGR.RES.STN.),34,93000,255200,53.535,-9.608,1968,1978
Galway,4427,MAAM (AGR.RES.STN.) II,30,92200,256500,53.542,-9.622,1978,1983
Galway,2527,MAAM G.S.,18,96100,252400,53.507,-9.567,1941,1988
Galway,4827,MAAM VALLEY,58,93390,255295,53.535,-9.605,1983,
Galway,2125,MACE HEAD,15,73500,232300,53.322,-9.892,1998,2000
Galway,3027,MILLTOWN,50,140940,262810,53.607,-8.889,1944,
Galway,327,MONIVEA (FOR.STN.),82,153700,236300,53.372,-8.691,1951,1952
Galway,1928,MOUNT BELLEW (AGR.COLL.),66,167200,246700,53.468,-8.49,1951,1966
Galway,1828,MOUNT BELLEW (FOR.STN.),67,165900,246400,53.467,-8.508,1944,1993
Galway,128,MOUNT BELLEW N.S.,66,166800,246400,53.467,-8.5,1928,1946
Galway,1426,MOYARD,13,63000,258900,53.558,-10.067,1980,2002
Galway,1126,MOYARD (BALLYNEW),15,63100,258800,53.557,-10.067,1960,1969
Galway,2526,MOYARD-(Shanbolard),64,63660,258840,53.557,-10.055,1997,
Galway,3227,MOYCULLEN G.S.,38,121400,232700,53.337,-9.175,1945,1985
Galway,827,MOYCULLEN HSE.,122,121200,232100,53.333,-9.183,1940,1945
Galway,5527,MOYCULLEN-Loughwell,98,118275,229235,53.305,-9.223,2013,
Galway,1428,MOYLOUGH G.S.,78,162600,248600,53.485,-8.558,1944,1994
Galway,275,Mace_Head,21,73400,232276,53.322,-9.901,2003,
Galway,321,NEW INN G.S.,88,167000,227700,53.292,-8.49,1941,1993
Galway,1821,NEW INN N.S.,88,167400,227900,53.3,-8.487,1970,1983
Galway,5027,OUGHTERARD (ARDNASILLAGH),18,116620,241980,53.42,-9.253,1988,2014
Galway,2627,OUGHTERARD G.S.,15,112100,242800,53.423,-9.32,1941,1983
Galway,5427,OUGHTERARD_GOLF_CLUB,17,114600,242100,53.42,-9.284,2009,
Galway,1326,OWENGLIN (BARNANONG NO.2),98,73900,251400,53.492,-9.9,1970,1981
Galway,1026,OWENGLIN (BARNANONG),158,76900,252700,53.506,-9.853,1953,1970
Galway,921,PETERSWELL G.S.,46,150300,207300,53.108,-8.738,1943,1972
Galway,1819,PORTUMNA O.P.W.,35,187200,204600,53.088,-8.188,1928,
Galway,1825,RECESS (CLOONACARTAN),15,83100,248300,53.47,-9.757,1989,1994
Galway,125,RECESS (INAGH CROSS),21,83600,247600,53.459,-9.752,1955,1959
Galway,225,ROSMUCK (VOC.SCH.),15,92800,238500,53.385,-9.607,1950,1963
Galway,1027,ROSSCAHIL (KILLAGUILE),40,114800,238700,53.388,-9.275,1946,1951
Galway,1725,ROUNDSTONE,15,72605,242350,53.41,-9.917,1985,
Galway,1025,ROUNDSTONE G.S.,21,72300,239800,53.389,-9.918,1950,1983
Galway,1318,SHANAGLISH G.S.,40,143900,195300,53.003,-8.835,1943,1990
Galway,525,SPIDDAL G.S.,12,112800,222400,53.24,-9.304,1950,1976
Galway,1127,TUAM (AIRGLOONEY),34,142000,253100,53.522,-8.872,1941,1981
Galway,4727,TUAM SUGAR FACTORY,37,142000,253800,53.525,-8.872,1981,1985
Galway,1328,WILLIAMSTOWN G.S.,88,161600,269900,53.673,-8.575,1944,1969
Galway,1219,WOODFORD (FOR.STN.),82,173200,200300,53.052,-8.4,1943,1960
Galway,3021,WOODLAWN,101,168760,231600,53.334,-8.468,2014,
Roscommon,5929,ARIGNA POWER STATION,74,195000,315900,54.089,-8.072,1985,1994
Roscommon,2928,ATHLEAGUE,61,181800,257500,53.567,-8.272,2010,
Roscommon,2028,ATHLEAGUE G.S.,53,183300,257600,53.567,-8.251,1951,1988
Roscommon,6429,AUGHAFIN,59,194400,313000,54.06,-8.084,1993,2005
Roscommon,3629,BALLAGHADERREEN (VOC.SCH.),87,161700,294700,53.9,-8.583,1944,1993
Roscommon,7129,BALLINAGARE,87,174700,287700,53.836,-8.384,2003,2014
Roscommon,7529,BALLINAGARE-Ballincool,85,174025,287075,53.826,-8.39,2017,
Roscommon,629,BALLINAMEEN G.S.,91,180100,294100,53.891,-8.302,1952,1955
Roscommon,328,BALLINDERRY G.S.,98,186400,272600,53.702,-8.203,1944,1963
Roscommon,428,BALLINLOUGH (DISP. RES.),94,157900,277100,53.738,-8.637,1944,1956
Roscommon,1228,BALLINTUBBER G.S.,78,172900,274500,53.718,-8.407,1944,1997
Roscommon,1528,BALLYFORAN G.S.,50,182400,246600,53.468,-8.259,1944,1983
Roscommon,6729,BALLYMORE,119,178530,299320,53.939,-8.323,1995,
Roscommon,7329,BOYLE (LOWPARK),72,180000,303300,53.974,-8.303,2007,2012
Roscommon,5229,BOYLE (MARIAN RD.),62,180000,302300,53.968,-8.303,1971,
Roscommon,1329,BOYLE (ROCKINGHAM),53,186000,303500,53.975,-8.208,1945,1951
Roscommon,3529,BOYLE (VOC.SCH.),62,180700,302600,53.97,-8.29,1944,1971
Roscommon,2729,CARRICK-ON-SHANNON E.S.B.,56,192700,298800,53.937,-8.107,1942,1993
Roscommon,228,CASTLEREA (HANLY SCH.),69,167800,279800,53.767,-8.487,1935,1958
Roscommon,3829,CLONARK G.S.,60,197800,235500,53.368,-8.033,1944,1983
Roscommon,1227,CLOONFAD G.S.,64,150300,271000,53.685,-8.752,1941,1964
Roscommon,6629,CLOONTUSKERT,55,197800,272600,53.702,-8.034,1993,1998
Roscommon,2629,COOTEHALL G.S.,46,189600,303800,53.983,-8.155,1942,1981
Roscommon,3329,CROGHAN G.S.,104,185400,295800,53.907,-8.22,1944,1969
Roscommon,5029,DERRYCASHEL,46,201900,275200,53.722,-7.969,1968,1998
Roscommon,1529,DRUMSNA (ALBERT LOCK),45,200000,295800,53.907,-8,1876,
Roscommon,5729,ELPHIN,92,186935,288435,53.857,-8.192,1984,2016
Roscommon,3429,ELPHIN G.S.,92,187200,288500,53.841,-8.19,1944,1983
Roscommon,1229,FRENCHPARK (CORRAN HSE.),80,173100,291200,53.868,-8.405,1944,1952
Roscommon,6129,FRENCHPARK CALLOW,73,169600,295500,53.905,-8.457,1986,
Roscommon,2129,KEADUE G.S.,79,190900,311200,54.05,-8.137,1928,1993
Roscommon,6929,LANESBORO (CLOONADRA),49,198600,269700,53.673,-8.019,1996,
Roscommon,5529,LANESBORO CULLBEG,50,203000,282300,53.787,-7.952,1984,1998
Roscommon,2229,LANESBORO O.P.W.,46,200600,269500,53.672,-7.988,1929,1995
Roscommon,4129,LECARROW,47,196900,254900,53.54,-8.042,1952,
Roscommon,1128,LOUGHGLINN,98,163400,286000,53.82,-8.553,1944,
Roscommon,4329,MOUNTDILLON,49,199400,271800,53.691,-8.005,1952,1993
Roscommon,1975,Mt_Dillon,39,201306,275240,53.723,-7.975,2003,
Roscommon,4529,ROSCOMMON (VOC.SCH.),58,187600,264900,53.633,-8.186,1962,1984
Roscommon,5829,ROSCOMMON (VOCATIONAL SCHOOL II),58,186700,264100,53.622,-8.2,1984,
Roscommon,429,ROSCOMMON G.S.,60,187700,264200,53.623,-8.185,1929,1961
Roscommon,6329,STROKESTOWN (CARR0WCLOGHER),52,192800,278200,53.752,-8.106,1987,
Roscommon,229,STROKESTOWN (CASTLENODE),49,194500,279100,53.757,-8.083,1908,1962
Roscommon,4829,STROKESTOWN (ELPHIN ST.),62,193200,281100,53.774,-8.102,1964,1987
Roscommon,4229,STROKESTOWN G.S.,62,193000,281100,53.774,-8.103,1952,1964
Roscommon,928,TAUGHMACONNELL G.S.,59,189800,238900,53.4,-8.152,1941,1993
Roscommon,3729,TULSK G.S.,64,183500,280900,53.773,-8.25,1944,1984
Mayo,326,AASLEAGH HSE.,28,89000,264000,53.608,-9.673,1912,1952
Mayo,1726,AASLEAGH LODGE,20,90000,264400,53.617,-9.658,1983,1989
Mayo,334,ACHILL SOUND G.S.,11,74100,299900,53.933,-9.917,1951,1960
Mayo,1835,BALLA G.S.,51,125700,284300,53.802,-9.123,1942,1983
Mayo,3735,BALLINA (SHANAGHY),24,125690,318390,54.106,-9.135,1969,
Mayo,1335,BALLINA (TRANS.STN.),21,125200,318900,54.108,-9.14,1942,1969
Mayo,5535,BALLINA GOLF CLUB,24,125880,318240,54.105,-9.134,2000,
Mayo,135,BALLINA RECTORY,25,124800,319200,54.117,-9.15,1933,1944
Mayo,4835,BALLINA_Attymass,41,129245,312010,54.052,-9.026,1988,
Mayo,3327,BALLINDINE G.S.,56,136700,269300,53.668,-8.955,1952,1984
Mayo,3827,BALLINROBE (CREAGH),30,116800,266000,53.636,-9.255,1962,1990
Mayo,1727,BALLINROBE G.S.,30,118800,264600,53.622,-9.223,1941,1984
Mayo,1435,BALLYCASTLE G.S.,43,110600,337400,54.273,-9.37,1942,1988
Mayo,634,BALLYCROY G.S.,21,80500,307200,54,-9.82,1942,1983
Mayo,2834,BALLYCROY-Knockmoyleen,107,79395,313570,54.054,-9.839,2012,
Mayo,1427,BALLYGLASS G.S.,41,123000,276900,53.735,-9.167,1941,1984
Mayo,5235,BALLYHAUNIS (AGHAMORE),131,146300,285700,53.817,-8.809,1990,1991
Mayo,5135,BALLYHAUNIS (COOGUE SOUTH),85,144800,284800,53.806,-8.836,1987,1990
Mayo,2827,BALLYHAUNIS (VOC.SCH.),98,148700,279600,53.758,-8.773,1944,1972
Mayo,5727,BALLYHAUNIS-Lavallyroe,82,149725,273660,53.706,-8.757,2014,
Mayo,427,BALLYHEAN G.S.,36,113400,283600,53.79,-9.308,1941,1962
Mayo,1235,BALLYVARY G.S.,25,124400,294500,53.89,-9.15,1942,1984
Mayo,1634,BANGOR ERRIS (KILTANE),12,82200,323400,54.141,-9.802,1976,2004
Mayo,1834,BANGOR ERRIS (MAIN ST.),36,86290,323165,54.14,-9.738,1986,
Mayo,2134,BANGOR ERRIS (MUINGNAHALLOONA),29,84800,319300,54.106,-9.757,1988,1991
Mayo,434,BANGOR ERRIS G.S.,38,86000,323100,54.14,-9.74,1942,1982
Mayo,2634,BARNATRA (KNOCKNALOWER),72,81900,334200,54.239,-9.808,2005,2007
Mayo,5627,BELCARRA-(Carrajames),72,118980,282215,53.783,-9.225,2003,
Mayo,4535,BELDERRIG,66,98075,341305,54.306,-9.567,1986,
Mayo,1234,BELLACORRICK (LACHTANVACK),95,100400,325000,54.158,-9.522,1968,2004
Mayo,934,BELLACORRICK (MONEYNIERIN),88,98800,319700,54.117,-9.542,1954,2004
Mayo,1734,BELLACORRICK (NAHELLY),30,76500,324400,54.152,-9.887,1981,1984
Mayo,3535,BELLACORRICK (SHANVOLAHAN),87,101900,319700,54.117,-9.5,1968,2004
Mayo,1334,BELLACORRICK (SRAHNAKILLY),93,97500,323300,54.142,-9.568,1968,2004
Mayo,534,BELLACORRICK G.S.,76,96700,320100,54.118,-9.575,1942,1983
Mayo,134,BLACKSOD POINT S.W.S.,5,64600,319100,54.102,-10.068,1900,1956
Mayo,735,BONNICONLON G.S.,75,132800,318500,54.107,-9.023,1942,1988
Mayo,2434,BUNNAHOWEN (MUINGNACHREE),30,75300,327300,54.174,-9.907,2003,2007
Mayo,2375,Belmullet,9,69170,332818,54.223,-10.004,2012,
Mayo,1034,Belmullet(manual),9,69100,332900,54.223,-10.004,1956,2012
Mayo,826,CARROWKENNEDY G.S.,78,96800,273500,53.701,-9.558,1951,1970
Mayo,4235,CARROWMORE LACKEN,55,117060,335365,54.256,-9.271,1984,
